sentence_id|generated_sentence|language
LJ002-0152|fourteen men and women who had lain there ten, eleven, and thirteen years for debts of a few shillings,|English
LJ002-0153|weighted by treble the amount of costs.|English
LJ002-0154|Thus, amongst others, Thomas Blackburn had been committed on October fifteenth for a debt of one shilling five pence.|English
LJ002-0155|for which the costs were six shillings ten pence.|English
LJ002-0156|Thomas Dobson, on twenty-second August, seventeen ninety-nine, for one shilling, with costs of eight shillings, ten pence.|English
LJ002-0157|and Susannah Evans, in October the same year, for two shillings, with costs of six shillings, eight pence.|English
LJ002-0158|Other cases are recorded elsewhere, as at the Giltspur Street Compter, where in eighteen oh five Mr. Neild found a man named William Grant|English
LJ002-0159|detained for one shilling nine pence, with costs of five shillings.|English
LJ002-0160|and John Lancaster for one shilling, eight pence, with costs of seven shillings, six pence. Quote.|English
LJ002-0161|"These surely, I thought,"" says Mr. Neild, ""were bad enough! But it was not so. End quote."|English
LJ002-0162|He recites another most outrageous and extraordinary case, in which one John Bird,|English
LJ002-0163|a market porter, was arrested and committed at the suit of a publican|English
LJ002-0164|for the paltry sum of four pence, with costs of seven shillings, six pence.|English
LJ002-0165|Bird was, however, discharged within three days by a subscription raised among his fellow-prisoners.|English
LJ002-0166|"Mr. Buxton, in his ""Inquiry into the System of Prison Discipline,"""|English
LJ002-0167|quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.|English
LJ002-0168|The lad in question was found in Coldbath Fields prison, to which he had been sent for a month in default of paying a fine of forty shillings.|English
LJ002-0169|He had been in the employ of a corn-chandler at Islington, and went into London with his master's cart and horse.|English
LJ002-0170|There was in the City Road a temporary bar, with a collector of tolls who was sometimes on the spot and sometimes not.|English
LJ002-0171|The boy declared he saw no one, and accordingly passed through without paying the toll of a penny.|English
LJ002-0172|For this he was summoned before a magistrate, and sentenced as already stated.|English
LJ002-0173|The lad was proved to be of good character and the son of respectable parents.|English
LJ002-0174|Mr. Buxton's friends at once paid the forty shillings, and the boy was released.|English
LJ002-0175|The costs in heavier debts always doubled the sum; if the arrest was made in the country it trebled it.|English
LJ002-0176|Neild gives a list of the various items charged upon a debt of ten pounds, which included instructions to sue,|English
LJ002-0177|affidavit of debt, drawing praecipe (one pound, five shillings), capias, fee to officer on arrest,|English
LJ002-0178|affidavit of service, and many more, amounting in all to twenty-seven,|English
LJ002-0179|and costing eleven pounds, fifteen shillings, eight pence, within ten days.|English
LJ002-0180|Before dealing with the debtors in Newgate, I may refer incidentally|English
LJ002-0181|to those in other London prisons, for Newgate was not the only place of durance for these unfortunate people. There were also the King's Bench,|English
LJ002-0182|the Fleet, and the Marshalsea prisons especially devoted to them,|English
LJ002-0183|whilst Ludgate, the Giltspur Street, and Borough Compters also received them|English
LJ002-0184|the latter two being also a prison for felons and vagrants arrested within certain limits.|English
LJ002-0185|The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench.|English
LJ002-0186|The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred.|English
LJ002-0187|"Every new-comer was entitled to a ""chummage"" ticket, but did not always get it,"|English
LJ002-0188|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.|English
LJ002-0189|No fixed rates or rules governed the hiring out of rooms or parts of a room, and all sorts of imposition was practiced.|English
LJ002-0190|"The best, or at least the most influential prisoners, got lodging in the State House, which contained ""eight large handsome rooms."""|English
LJ002-0191|Besides those actually resident within the walls,|English
LJ002-0192|"another two hundred more or less took advantage of ""the rules,"" and lived outside within a circumference of two miles and a half."|English
LJ002-0193|In these cases security was given for the amount of the debt,|English
LJ002-0194|and a heavy fee at the rate of eight pounds per one hundred pounds, with four pounds for every additional hundred.|English
LJ002-0195|"Besides these, a number had the privilege of a ""run on the key,"" which allowed a prisoner to go into the rules for the day."|English
LJ002-0196|The foregoing rentals and payments for privileges, together with fees exacted on commitment and discharge, went to the marshal or keeper of the prison,|English
LJ002-0197|whose net annual income thus entirely derived from the impecunious amounted to between three and four thousand pounds.|English
LJ002-0198|The office of marshal had been hereditary,|English
